2015 Jan,117156,136041,136169,153669,158683,228276,402847,264848,212878,136148,134956
2015 Feb,118525,137141,136993,154210,160388,229383,404773,264568,210050,135611,132572
2015 Mar,117578,135261,137740,154728,159293,229497,404706,265090,212109,135231,139792
2015 Apr,121598,137256,138435,155680,161813,231912,410445,268550,214541,137039,134030
2015 May,120610,139668,141654,157709,162631,235052,415817,271147,215498,137553,135678
2015 Jun,122584,139138,141872,158960,164404,236143,419474,275224,217582,138478,136923
2015 Jul,122669,141510,144733,161180,166016,241817,431644,279875,220044,139213,139051
2015 Aug,123621,142463,145313,163208,167862,244547,436152,283369,223210,140651,138564
2015 Sep,123304,142769,144635,162174,167590,247282,439729,284374,224435,140248,138246
2015 Oct,121513,142082,144325,163771,167550,248467,440484,286451,224226,140912,137660
2015 Nov,123032,142829,145036,164460,168871,251802,445485,288507,226490,140974,138475
2015 Dec,123597,142866,145531,165081,169286,252915,450053,291297,226855,141520,136702
2016 Jan,121096,143139,144594,164946,169747,255235,457466,293678,226547,140015,136790
2016 Feb,121085,143009,145064,164383,168691,255450,457759,295613,227523,142712,134625
2016 Mar,122837,141447,143824,165175,169300,259686,464647,300201,233607,141617,136243
2016 Apr,122481,146681,148145,167913,172955,259733,461068,297712,227636,141925,136446
2016 May,124696,147753,148712,168771,174741,264377,467485,301202,231318,144296,138256
2016 Jun,126898,148176,150349,170091,176729,267333,468120,305125,233700,146447,140234
2016 Jul,127710,150341,151334,171782,176943,270678,475530,309069,235665,146353,142294
2016 Aug,126116,150174,151486,172649,178960,271151,471957,309981,236832,145384,140881
2016 Sep,124781,150038,150519,173272,178837,273097,471767,307429,237148,144976,140533
2016 Oct,124213,148332,150358,172479,177065,272589,471008,307992,235617,146658,139631
2016 Nov,124910,149723,151219,173872,179248,273382,470854,307867,237150,146278,140852
2016 Dec,126333,149560,152583,174665,179668,275945,472374,309185,236288,146442,138206
2017 Jan,122055,149371,148916,172959,178494,275049,475619,312895,238829,146395,138356
2017 Feb,124088,150960,150721,175110,179530,277280,476717,310033,239143,145837,136011
2017 Mar,121845,149587,149685,174868,179551,275387,475722,310375,238187,147799,137011
2017 Apr,124942,152112,153308,177983,181433,279537,480152,313552,240384,149916,141270
2017 May,127131,153393,154570,179020,183298,282153,480721,315296,242905,147423,142409
2017 Jun,128147,155070,155728,180248,185181,283664,479448,318455,245041,150203,143580
2017 Jul,127966,156723,156427,183352,187218,287820,488247,320987,249316,151021,147758
2017 Aug,129655,158257,158035,182798,189460,287747,486403,323181,250506,152714,147178
2017 Sep,127500,157678,157854,183771,188193,288328,483712,323134,249300,152881,144832
2017 Oct,129042,157245,157045,183944,188675,288712,481030,322511,251144,154720,145095
2017 Nov,127079,157841,156503,184319,189092,288047,478043,321488,250025,152944,147289
2017 Dec,129465,158547,157798,185305,191110,290728,481242,322630,251286,153404,146078
2018 Jan,124351,155632,155520,185111,188437,289736,481981,322718,253491,153475,148324
2018 Feb,128218,158152,155385,186071,192648,288468,471986,322489,250816,152891,144377
